player,team,position,snap_share,route_participation,target_share,air_yards_share,red_zone_touch_share,red_zone_carries,red_zone_targets,goal_line_touches,targets_pg,receptions_pg,rush_attempts_pg,carries_share,pass_attempts_pg,passing_yards_pg,rushing_yards_pg,receiving_yards_pg,fantasy_points_pg
D.Jones,IND,QB,0.0,0.0,0.0,0.0,5.95,16.0,0.0,6.0,0.0,0.0,3.462,10.16,31.615,238.538,12.385,0.0,18.318
D.Kincaid,BUF,,0.0,0.0,10.25,13.32,3.23,0.0,9.0,2.0,4.167,3.25,0.0,0.0,0.0,0.0,0.0,47.583,10.508
D.Knox,BUF,,0.0,0.0,10.25,9.42,4.66,0.0,13.0,6.0,3.125,2.25,0.0,0.0,0.0,0.0,0.0,26.062,6.356
D.Laube,LV,,0.0,0.0,0.81,-0.19,0.0,,,,1.0,0.75,1.75,1.89,0.0,0.0,2.25,4.5,1.425
D.Lock,SEA,QB,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,0.2,3.0,15.0,-1.0,0.0,0.5
D.Lock,SEA,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.5,0.98,0.0,0.0,-2.0,0.0,-0.2
D.London,ATL,,0.0,0.0,21.65,29.18,7.8,0.0,16.0,6.0,9.417,5.667,0.0,0.0,0.0,0.0,0.0,76.583,16.825
D.Martin-Robinson,TEN,,0.0,0.0,1.13,0.59,0.66,0.0,1.0,1.0,1.5,1.0,0.0,0.0,0.0,0.0,0.0,7.5,3.25
D.Maye,NE,QB,0.0,0.0,0.21,-0.18,8.4,22.0,0.0,4.0,0.059,0.059,6.118,20.97,31.765,258.471,26.471,0.118,21.292
D.Metcalf,PIT,,0.0,0.0,18.89,32.98,6.01,1.0,13.0,6.0,6.6,3.933,0.133,0.49,0.0,0.0,0.8,56.667,12.48
D.Mills,HOU,QB,0.0,0.0,0.0,0.0,1.23,3.0,0.0,2.0,0.0,0.0,2.333,2.94,28.167,152.5,10.0,0.0,11.267
D.Montgomery,DET,QB,0.0,0.0,0.73,0.27,13.31,35.0,2.0,17.0,1.333,1.333,11.333,7.67,1.0,1.0,46.333,11.667,12.507
D.Montgomery,DET,,0.0,0.0,4.55,0.05,13.31,35.0,2.0,17.0,1.786,1.429,8.929,28.22,0.0,0.0,41.214,11.214,9.243
D.Mooney,ATL,,0.0,0.0,13.79,24.35,3.9,0.0,8.0,1.0,4.8,2.133,0.0,0.0,0.0,0.0,0.0,29.533,5.487
D.Moore,CAR,,0.0,0.0,0.21,0.15,0.0,,,,0.5,0.5,0.5,0.22,0.0,0.0,6.0,2.5,1.35
D.Moore,CHI,QB,0.0,0.0,1.12,1.74,5.2,2.0,11.0,5.0,6.0,4.0,1.0,0.2,1.0,2.0,17.0,72.0,22.98
D.Moore,CHI,,0.0,0.0,14.74,20.04,5.2,2.0,11.0,5.0,4.938,2.875,0.875,2.76,0.0,0.0,3.875,37.188,9.231
D.Neal,NO,,0.0,0.0,3.36,-0.81,3.17,5.0,1.0,2.0,2.111,1.889,6.333,13.04,0.0,0.0,22.889,11.556,6.667
D.Njoku,CLE,,0.0,0.0,9.16,7.05,5.08,0.0,9.0,1.0,4.364,3.0,0.0,0.0,0.0,0.0,0.0,26.636,7.845
D.Ogunbowale,HOU,,0.0,0.0,2.33,0.52,3.7,6.0,3.0,3.0,1.444,1.111,1.222,2.31,0.0,0.0,2.778,8.444,2.9
D.Pettis,NO,,0.0,0.0,1.94,2.24,0.0,,,,2.75,2.25,0.0,0.0,0.0,0.0,0.0,31.75,5.425
D.Pierce,HOU,,0.0,0.0,0.18,-0.09,0.41,1.0,0.0,0.0,0.5,0.0,5.0,2.1,0.0,0.0,13.0,0.0,1.3
D.Pierce,KC,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,4.0,0.93,0.0,0.0,10.0,0.0,1.0
D.Prescott,DAL,QB,0.0,0.0,0.0,0.0,4.12,12.0,0.0,7.0,0.0,0.0,3.118,11.4,37.294,267.765,10.412,0.0,18.928
D.Robinson,SF,,0.0,0.0,6.5,11.43,1.44,0.0,4.0,2.0,2.571,1.571,0.071,0.21,0.0,0.0,0.429,19.714,4.014
D.Sample,CIN,,0.0,0.0,3.27,-0.15,0.46,0.0,1.0,1.0,1.818,1.364,0.091,0.26,0.0,0.0,0.273,9.636,2.9
D.Sampson,CLE,,0.0,0.0,7.63,-1.73,7.34,7.0,6.0,0.0,2.667,2.2,4.333,15.37,0.0,0.0,11.667,18.067,5.973
D.Samuel,WAS,,0.0,0.0,22.94,14.05,7.8,4.0,13.0,5.0,6.25,4.5,1.062,3.49,0.0,0.0,4.688,45.438,11.762
D.Schultz,HOU,,0.0,0.0,19.21,14.34,4.94,0.0,12.0,5.0,6.294,4.824,0.0,0.0,0.0,0.0,0.0,45.706,10.453
D.Sills,ATL,,0.0,0.0,6.9,9.66,2.93,0.0,6.0,0.0,3.0,1.5,0.0,0.0,0.0,0.0,0.0,15.917,4.092
D.Singletary,NYG,QB,0.0,0.0,0.0,0.0,9.2,22.0,2.0,11.0,0.0,0.0,9.0,1.76,1.0,0.0,26.0,0.0,8.6
D.Singletary,NYG,,0.0,0.0,3.75,-0.28,9.2,22.0,2.0,11.0,1.188,1.125,6.875,21.48,0.0,0.0,25.688,9.438,6.137
D.Slayton,NYG,,0.0,0.0,12.85,19.55,3.07,0.0,8.0,2.0,4.643,2.643,0.0,0.0,0.0,0.0,0.0,38.429,6.914
D.Smith,PHI,,0.0,0.0,24.46,32.17,5.63,0.0,12.0,3.0,6.706,4.529,0.0,0.0,0.0,0.0,0.0,59.294,11.871
D.Smythe,CHI,,0.0,0.0,1.12,0.53,0.0,,,,1.5,1.0,0.0,0.0,0.0,0.0,0.0,6.25,1.625
D.Swift,CHI,,0.0,0.0,8.96,-0.55,16.4,40.0,1.0,14.0,3.0,2.125,13.938,43.98,0.0,0.0,67.938,18.125,14.481
D.Thompkins,ATL,,0.0,0.0,0.57,0.17,0.0,,,,1.5,1.5,0.5,0.21,0.0,0.0,2.5,13.5,3.1
D.Thornton,LV,,0.0,0.0,6.05,15.54,1.23,0.0,2.0,0.0,2.727,0.909,0.0,0.0,0.0,0.0,0.0,12.273,2.136
D.Vele,NO,,0.0,0.0,7.07,9.23,2.65,0.0,5.0,3.0,4.444,2.778,0.0,0.0,0.0,0.0,0.0,32.556,7.367
D.Walker,BAL,,0.0,0.0,1.96,5.81,0.39,0.0,1.0,1.0,1.6,1.2,0.0,0.0,0.0,0.0,0.0,27.2,7.52
D.Waller,MIA,,0.0,0.0,7.53,10.88,3.98,0.0,8.0,3.0,4.375,3.0,0.125,0.23,0.0,0.0,0.5,35.375,11.088
D.Washington,PIT,,0.0,0.0,8.4,7.64,3.86,0.0,9.0,4.0,3.385,2.385,0.0,0.0,0.0,0.0,0.0,28.0,5.646
D.Wicks,GB,,0.0,0.0,9.96,12.65,1.64,0.0,4.0,1.0,3.538,2.308,0.077,0.2,0.0,0.0,0.462,25.538,5.831
D.Young,SEA,,0.0,0.0,0.66,1.56,0.0,,,,1.0,0.667,0.0,0.0,0.0,0.0,0.0,16.0,2.267
E.Arroyo,SEA,,0.0,0.0,5.69,6.01,1.92,0.0,5.0,1.0,2.0,1.154,0.0,0.0,0.0,0.0,0.0,13.769,2.992
E.Ayomanor,TEN,,0.0,0.0,16.79,28.7,5.26,0.0,8.0,1.0,5.562,2.562,0.0,0.0,0.0,0.0,0.0,32.188,7.281
E.Chism,NE,,0.0,0.0,0.62,0.78,0.38,0.0,1.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,37.5,8.25
E.Demercado,ARI,,0.0,0.0,3.23,0.27,3.85,5.0,4.0,1.0,1.818,1.182,4.0,11.99,0.0,0.0,28.364,9.182,5.482
E.Egbuka,TB,,0.0,0.0,23.49,36.25,7.34,1.0,15.0,4.0,7.529,3.706,0.176,0.63,0.0,0.0,0.529,55.176,11.394
E.Engram,DEN,,0.0,0.0,13.07,7.56,4.44,0.0,11.0,1.0,4.812,3.125,0.062,0.22,0.0,0.0,0.438,28.812,6.425
E.Higgins,ARI,,0.0,0.0,5.97,3.33,2.14,0.0,5.0,1.0,2.467,2.0,0.0,0.0,0.0,0.0,0.0,20.067,4.007
E.Hull,NO,,0.0,0.0,0.18,-0.09,1.59,3.0,0.0,0.0,0.167,0.167,3.167,4.35,0.0,0.0,8.0,1.0,1.067
E.Mitchell,KC,,0.0,0.0,0.18,0.37,0.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E.Moore,BUF,,0.0,0.0,3.48,4.07,0.36,1.0,0.0,1.0,1.889,1.0,0.667,1.1,0.0,0.0,2.667,12.444,3.178
E.Saubert,SEA,,0.0,0.0,1.75,0.76,1.54,0.0,4.0,1.0,1.6,0.8,0.0,0.0,0.0,0.0,0.0,6.2,1.42
E.Wilson,GB,,0.0,0.0,3.9,-0.78,11.07,24.0,3.0,5.0,1.125,0.938,7.812,25.41,0.0,0.0,31.0,6.188,5.781
F.Franks,ATL,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,0.42,0.0,0.0,2.0,0.0,0.2
F.Moreau,NO,,0.0,0.0,1.77,0.21,0.53,0.0,1.0,0.0,1.429,1.0,0.0,0.0,0.0,0.0,0.0,8.429,1.843
G.Bolles,DEN,,0.0,0.0,0.17,0.05,0.4,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G.Calcaterra,PHI,,0.0,0.0,2.79,2.02,1.41,0.0,3.0,0.0,1.625,1.125,0.0,0.0,0.0,0.0,0.0,9.5,2.825
G.Davis,BUF,,0.0,0.0,3.69,4.55,2.15,0.0,6.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,21.5,5.15
G.Dortch,ARI,,0.0,0.0,5.32,1.3,4.27,3.0,7.0,1.0,2.75,2.417,0.583,1.91,0.0,0.0,1.25,17.167,6.258
G.Dulcich,MIA,,0.0,0.0,7.31,4.7,3.98,1.0,7.0,2.0,3.778,2.889,0.111,0.23,0.0,0.0,-0.778,37.222,7.2
G.Helm,TEN,,0.0,0.0,10.38,7.72,5.26,0.0,8.0,1.0,3.438,2.75,0.0,0.0,0.0,0.0,0.0,22.312,5.731
G.Holani,SEA,,0.0,0.0,0.44,-0.03,1.92,5.0,0.0,0.0,0.5,0.5,5.5,4.33,0.0,0.0,18.25,3.75,4.2
G.Kittle,SF,,0.0,0.0,12.45,11.14,5.04,1.0,13.0,3.0,6.273,5.182,0.091,0.21,0.0,0.0,-0.273,57.091,14.682
G.Larvadain,CLE,,0.0,0.0,2.86,3.48,0.56,0.0,1.0,1.0,2.143,1.0,0.143,0.24,0.0,0.0,0.429,10.143,2.057
G.Minshew,KC,QB,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.5,0.23,6.5,18.5,4.0,0.0,0.64
G.Minshew,KC,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.5,1.16,0.0,0.0,-3.0,0.0,-0.3
G.Olszewski,NYG,QB,0.0,0.0,1.78,1.76,0.77,0.0,2.0,0.0,4.5,4.0,0.0,0.0,1.0,16.5,0.0,51.0,11.76
G.Olszewski,NYG,,0.0,0.0,0.79,1.25,0.77,0.0,2.0,0.0,1.333,0.667,0.0,0.0,0.0,0.0,0.0,14.333,4.1
G.Pickens,DAL,,0.0,0.0,22.62,31.41,8.25,0.0,24.0,7.0,8.118,5.471,0.0,0.0,0.0,0.0,0.0,84.059,17.053
G.Ricci,DET,,0.0,0.0,0.18,0.08,0.36,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G.Smith,LV,QB,0.0,0.0,0.0,0.0,4.32,7.0,0.0,2.0,0.0,0.0,2.733,11.08,33.667,201.667,7.267,0.0,12.727
G.Stuard,DET,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,0.23,0.0,0.0,0.0,0.0,0.0
G.Wilson,NYJ,,0.0,0.0,12.58,16.63,2.79,0.0,5.0,1.0,8.571,5.143,0.0,0.0,0.0,0.0,0.0,56.429,14.214
H.Bryant,HOU,,0.0,0.0,1.08,1.26,0.0,,,,1.5,0.5,0.0,0.0,0.0,0.0,0.0,1.75,0.675
H.Fannin,CLE,,0.0,0.0,20.61,17.99,7.34,2.0,11.0,4.0,6.75,4.5,0.438,1.65,0.0,0.0,0.812,45.688,11.775
H.Haskins,LAC,,0.0,0.0,0.74,-0.07,0.83,2.0,0.0,0.0,0.8,0.8,3.4,3.64,0.0,0.0,9.4,2.6,2.0
H.Henry,NE,,0.0,0.0,18.01,15.87,8.4,0.0,22.0,6.0,5.118,3.529,0.0,0.0,0.0,0.0,0.0,45.176,10.518
H.Long,JAX,,0.0,0.0,3.1,1.35,1.38,0.0,4.0,1.0,2.429,1.714,0.0,0.0,0.0,0.0,0.0,12.143,4.643
H.Luepke,DAL,,0.0,0.0,2.46,-0.06,1.72,1.0,4.0,1.0,1.364,1.182,1.455,3.44,0.0,0.0,6.455,9.909,3.364
H.Renfrow,CAR,,0.0,0.0,5.39,5.95,2.9,0.0,6.0,2.0,4.333,2.5,0.0,0.0,0.0,0.0,0.0,14.833,5.983
I.Bond,CLE,,0.0,0.0,8.4,20.91,2.26,0.0,4.0,1.0,2.933,1.2,0.333,1.18,0.0,0.0,1.933,21.133,3.507
I.Davis,NYJ,,0.0,0.0,6.08,0.99,6.15,9.0,2.0,1.0,1.933,1.4,2.867,9.37,0.0,0.0,15.733,12.4,4.613
I.Hodgins,NYG,,0.0,0.0,3.75,4.8,1.53,0.0,4.0,0.0,3.167,1.667,0.0,0.0,0.0,0.0,0.0,19.167,4.583
I.Likely,BAL,,0.0,0.0,8.8,8.5,2.33,0.0,6.0,2.0,3.273,2.455,0.0,0.0,0.0,0.0,0.0,27.909,5.791
I.Pacheco,KC,,0.0,0.0,4.71,-0.63,9.49,20.0,4.0,1.0,2.0,1.462,9.077,27.44,0.0,0.0,35.538,7.769,6.715
I.Pola-Mao,LV,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,0.27,0.0,0.0,3.0,0.0,0.3
I.TeSlaa,DET,,0.0,0.0,4.91,9.58,3.96,0.0,11.0,2.0,1.929,1.143,0.0,0.0,0.0,0.0,0.0,17.071,5.421
I.Thomas,LV,,0.0,0.0,2.62,1.31,0.0,,,,1.857,1.857,0.0,0.0,0.0,0.0,0.0,16.286,3.486
I.Williams,NYJ,QB,0.0,0.0,0.84,0.53,0.56,0.0,1.0,0.0,4.0,1.0,1.0,0.22,1.0,0.0,4.0,2.0,1.6
I.Williams,NYJ,,0.0,0.0,6.71,3.26,0.56,0.0,1.0,0.0,4.0,3.125,0.25,0.44,0.0,0.0,3.75,23.875,5.888
J.Addison,MIN,,0.0,0.0,16.74,29.07,6.16,0.0,13.0,3.0,5.643,3.0,0.143,0.49,0.0,0.0,5.786,43.571,9.65
J.Allen,BUF,QB,0.0,0.0,0.0,0.0,11.83,33.0,0.0,17.0,0.0,0.0,7.0,20.48,31.688,229.25,36.188,0.0,23.664
J.Bates,WAS,,0.0,0.0,3.67,1.28,0.92,0.0,2.0,2.0,1.778,1.222,0.0,0.0,0.0,0.0,0.0,11.444,3.033
J.Bech,LV,,0.0,0.0,5.85,7.5,2.47,0.0,4.0,0.0,2.417,1.667,0.0,0.0,0.0,0.0,0.0,18.667,3.533
J.Blue,DAL,,0.0,0.0,0.16,-0.1,2.41,7.0,0.0,1.0,0.2,0.2,7.6,8.17,0.0,0.0,25.8,1.0,4.08
J.Bobo,SEA,,0.0,0.0,0.44,0.38,0.0,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0
J.Brissett,ARI,QB,0.0,0.0,0.0,0.0,2.14,5.0,0.0,3.0,0.0,0.0,2.846,10.08,40.846,258.923,12.769,0.0,18.557
J.Brissett,ARI,,0.0,0.0,0.0,0.0,2.14,5.0,0.0,3.0,0.0,0.0,1.0,0.27,0.0,0.0,2.0,0.0,0.2
J.Brooks,ARI,,0.0,0.0,0.97,1.53,0.0,,,,3.0,1.5,0.0,0.0,0.0,0.0,0.0,25.5,4.05
J.Browning,CIN,QB,0.0,0.0,0.0,0.0,0.91,2.0,0.0,1.0,0.0,0.0,1.8,2.36,26.8,154.2,7.8,0.0,11.348
J.Brownlee,KC,,0.0,0.0,0.18,0.21,0.4,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.Burrow,CIN,QB,0.0,0.0,0.0,0.0,0.91,2.0,0.0,1.0,0.0,0.0,1.75,3.66,34.75,226.125,5.125,0.0,17.432
J.Chase,CIN,,0.0,0.0,30.28,34.39,10.05,0.0,22.0,2.0,11.562,7.812,0.188,0.79,0.0,0.0,0.875,88.25,19.725
J.Chestnut,TEN,,0.0,0.0,0.38,0.56,2.63,4.0,0.0,2.0,0.286,0.0,1.571,2.91,0.0,0.0,5.714,0.0,0.571
J.Coker,CAR,,0.0,0.0,9.34,13.35,2.42,0.0,5.0,2.0,4.091,3.0,0.0,0.0,0.0,0.0,0.0,35.818,8.218
J.Conner,ARI,,0.0,0.0,1.45,-0.2,2.56,5.0,1.0,4.0,3.0,2.667,10.667,8.72,0.0,0.0,31.667,12.667,11.1
J.Cook,BUF,,0.0,0.0,8.2,1.6,21.15,56.0,3.0,17.0,2.353,1.941,18.176,56.49,0.0,0.0,95.353,17.118,18.129
J.Croskey-Merritt,WAS,,0.0,0.0,2.98,-0.51,15.14,32.0,1.0,13.0,0.765,0.529,10.353,36.14,0.0,0.0,47.353,4.0,8.488
J.Daniels,WAS,QB,0.0,0.0,0.0,0.0,3.21,7.0,0.0,3.0,0.0,0.0,8.429,12.11,29.571,180.286,39.714,0.0,17.04
J.Dart,NYG,QB,0.0,0.0,0.0,0.0,8.43,22.0,0.0,7.0,0.0,0.0,7.0,16.41,31.333,189.333,40.583,0.0,20.715
J.Dart,NYG,,0.0,0.0,0.0,0.0,8.43,22.0,0.0,7.0,0.0,0.0,1.0,0.39,0.0,0.0,0.0,0.0,0.0
J.Deguara,ARI,,0.0,0.0,0.81,0.52,0.43,0.0,1.0,0.0,1.25,0.75,0.0,0.0,0.0,0.0,0.0,5.25,2.775
J.Dobbins,DEN,,0.0,0.0,2.38,-0.68,8.06,20.0,0.0,7.0,1.4,1.1,15.3,33.48,0.0,0.0,77.2,3.7,11.59
J.Dobbs,NE,QB,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.5,2.02,2.5,16.25,-1.25,0.0,0.525
J.Dotson,PHI,,0.0,0.0,7.73,13.18,2.35,0.0,5.0,0.0,2.571,1.286,0.0,0.0,0.0,0.0,0.0,18.714,3.586
J.Downs,IND,,0.0,0.0,16.42,15.42,5.58,0.0,15.0,2.0,5.5,3.625,0.125,0.45,0.0,0.0,-0.125,34.938,8.606
J.Ferguson,DAL,,0.0,0.0,16.89,9.64,8.59,0.0,25.0,9.0,6.059,4.824,0.059,0.22,0.0,0.0,0.059,35.294,11.182
J.Fields,NYJ,QB,0.0,0.0,0.21,0.19,7.82,13.0,1.0,5.0,0.111,0.0,8.111,15.9,26.111,139.889,42.556,0.0,15.518
J.FitzPatrick,GB,,0.0,0.0,3.25,0.59,1.64,0.0,4.0,1.0,1.5,1.2,0.0,0.0,0.0,0.0,0.0,7.2,2.52
J.Flacco,CIN,QB,0.0,0.0,0.0,0.0,2.28,5.0,0.0,1.0,0.0,0.0,1.75,3.66,33.375,208.0,2.5,0.0,15.32
J.Flacco,CIN,,0.0,0.0,0.0,0.0,2.28,5.0,0.0,1.0,0.0,0.0,1.0,0.26,0.0,0.0,2.0,0.0,0.2
J.Flacco,CLE,QB,0.0,0.0,0.0,0.0,1.13,2.0,0.0,2.0,0.0,0.0,1.5,1.42,42.25,203.75,3.25,0.0,8.975
J.Ford,CLE,,0.0,0.0,6.11,-1.36,5.65,4.0,6.0,3.0,2.462,2.0,1.846,5.67,0.0,0.0,5.615,7.923,3.354
J.Garoppolo,LA,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,3.0,1.94,0.0,0.0,-3.333,0.0,-0.333
J.Gibbs,DET,,0.0,0.0,17.09,1.47,24.1,52.0,15.0,12.0,5.529,4.529,14.294,54.85,0.0,0.0,71.941,36.059,21.682
J.Gillan,NYG,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,0.2,0.0,0.0,-13.0,0.0,-1.3
J.Goff,DET,QB,0.0,0.0,0.0,0.0,1.08,3.0,0.0,0.0,0.0,0.0,1.118,4.29,36.235,268.471,2.647,0.0,18.533
J.Hawes,BUF,,0.0,0.0,3.89,3.98,1.08,0.0,3.0,2.0,1.462,1.231,0.0,0.0,0.0,0.0,0.0,14.385,4.054
J.Herbert,LAC,QB,0.0,0.0,0.0,0.0,5.79,14.0,0.0,4.0,0.0,0.0,5.25,17.99,35.375,232.938,31.125,0.0,18.868
J.Higgins,HOU,,0.0,0.0,12.39,18.26,3.7,0.0,9.0,2.0,4.059,2.412,0.0,0.0,0.0,0.0,0.0,30.882,7.618
J.Hill,BAL,,0.0,0.0,6.6,-0.18,1.55,3.0,1.0,1.0,3.0,2.333,2.0,3.55,0.0,0.0,10.333,18.778,7.244
J.Hill,MIA,,0.0,0.0,4.52,2.0,1.99,0.0,4.0,1.0,1.909,1.364,0.0,0.0,0.0,0.0,0.0,12.727,2.636
J.Hurts,PHI,QB,0.0,0.0,0.0,0.0,12.68,27.0,0.0,12.0,0.0,0.0,6.562,21.92,30.5,201.5,26.312,0.0,19.566
J.Hyatt,NYG,,0.0,0.0,2.77,6.49,0.38,0.0,1.0,0.0,2.8,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.7
J.Jacobs,GB,,0.0,0.0,9.52,-0.95,23.77,52.0,6.0,20.0,2.933,2.4,15.6,47.56,0.0,0.0,61.933,18.8,16.073
J.Jefferson,MIN,,0.0,0.0,30.08,38.59,9.0,0.0,19.0,6.0,8.353,4.941,0.118,0.49,0.0,0.0,0.412,61.647,11.853
J.Jennings,SF,,0.0,0.0,16.79,21.91,7.91,0.0,22.0,8.0,6.2,3.667,0.0,0.0,0.0,0.0,0.0,42.867,11.553
J.Jeudy,CLE,,0.0,0.0,20.23,35.87,5.08,0.0,9.0,0.0,6.235,2.941,0.059,0.24,0.0,0.0,0.294,35.412,7.218
J.Johnson,NO,,0.0,0.0,18.02,16.52,4.23,0.0,8.0,0.0,6.0,4.529,0.0,0.0,0.0,0.0,0.0,52.294,10.818
J.Johnson,WAS,QB,0.0,0.0,0.0,0.0,0.92,2.0,0.0,1.0,0.0,0.0,4.0,2.46,18.667,124.0,18.333,0.0,9.46
J.Jordan,HOU,,0.0,0.0,1.26,-0.13,2.06,5.0,0.0,1.0,1.75,1.75,10.75,9.03,0.0,0.0,48.25,8.5,7.425
J.Karty,LA,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
J.Keeney-James,GB,,0.0,0.0,0.43,0.37,0.0,,,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,15.0,3.5
J.Lane,WAS,,0.0,0.0,7.34,11.39,0.92,0.0,2.0,0.0,2.462,1.231,0.077,0.21,0.0,0.0,0.538,17.308,3.015
J.Love,GB,QB,0.0,0.0,0.0,0.0,2.46,6.0,0.0,2.0,0.0,0.0,3.133,9.55,30.8,225.4,13.267,0.0,16.076
J.Mason,MIN,,0.0,0.0,3.39,-1.4,14.22,29.0,1.0,7.0,1.0,0.875,9.938,38.78,0.0,0.0,47.375,3.188,8.181
J.Matthews,ATL,,0.0,0.0,0.19,0.02,0.49,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.McCarthy,MIN,QB,0.0,0.0,0.0,0.0,2.84,6.0,0.0,1.0,0.0,0.0,3.7,9.02,27.3,163.2,18.1,0.0,13.938
J.McLaughlin,DEN,,0.0,0.0,1.02,-0.52,2.02,5.0,0.0,1.0,0.75,0.5,4.625,8.1,0.0,0.0,23.375,3.375,3.925
J.McMillan,TB,,0.0,0.0,2.75,4.13,0.92,1.0,1.0,0.0,3.75,3.0,0.25,0.21,0.0,0.0,0.25,44.5,7.475
J.McNichols,WAS,,0.0,0.0,7.34,-0.61,4.13,6.0,3.0,3.0,2.0,1.562,2.812,9.24,0.0,0.0,13.812,12.25,4.544
J.Metchie,NYJ,,0.0,0.0,9.22,8.14,2.79,0.0,5.0,0.0,4.889,3.222,0.333,0.65,0.0,0.0,-0.556,28.444,7.344
J.Metchie,PHI,,0.0,0.0,0.86,0.14,0.0,,,,1.333,1.333,0.0,0.0,0.0,0.0,0.0,6.0,1.933
J.Meyers,JAX,,0.0,0.0,11.11,11.72,3.81,2.0,9.0,3.0,6.778,4.667,0.556,1.02,0.0,0.0,1.444,53.667,12.178
J.Meyers,LV,,0.0,0.0,9.88,13.63,3.7,0.0,6.0,0.0,7.0,4.714,0.0,0.0,0.0,0.0,0.0,50.286,9.743
J.Milroe,SEA,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,0.59,0.0,0.0,1.333,0.0,0.133
J.Milton,DAL,QB,0.0,0.0,0.0,0.0,0.34,1.0,0.0,1.0,0.0,0.0,1.25,1.08,6.0,45.75,12.5,0.0,3.58
J.Mingo,DAL,,0.0,0.0,0.82,1.97,0.0,,,,1.0,0.2,0.0,0.0,0.0,0.0,0.0,5.0,0.7
J.Mitchell,CAR,,0.0,0.0,0.62,0.21,0.0,,,,1.5,1.5,0.0,0.0,0.0,0.0,0.0,14.0,2.9
J.Mundt,JAX,,0.0,0.0,3.46,2.05,0.35,0.0,1.0,0.0,1.727,0.818,0.0,0.0,0.0,0.0,0.0,10.091,1.827
J.Nailor,MIN,,0.0,0.0,11.44,17.61,6.16,0.0,13.0,5.0,3.176,1.706,0.118,0.49,0.0,0.0,0.765,26.118,5.806
J.Noel,HOU,,0.0,0.0,6.28,7.12,2.88,2.0,5.0,2.0,2.5,1.857,0.429,1.26,0.0,0.0,0.857,20.857,4.886
J.Oliver,MIN,,0.0,0.0,4.24,1.72,3.32,0.0,7.0,1.0,1.667,1.25,0.0,0.0,0.0,0.0,0.0,13.333,4.583
J.Palmer,BUF,,0.0,0.0,7.58,12.14,2.15,0.0,6.0,1.0,3.083,1.833,0.0,0.0,0.0,0.0,0.0,25.25,4.358
J.Patterson,LAC,,0.0,0.0,0.74,-0.02,2.48,6.0,0.0,2.0,0.667,0.5,6.833,8.78,0.0,0.0,26.5,1.333,4.283
J.Proche,TEN,,0.0,0.0,2.26,4.46,0.0,,,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,10.833,2.083
J.Reed,GB,,0.0,0.0,4.76,4.38,1.64,0.0,4.0,0.0,4.4,3.8,0.6,0.61,0.0,0.0,5.6,41.4,9.7
J.Reynolds,NYJ,,0.0,0.0,4.61,8.58,1.12,0.0,2.0,1.0,4.4,2.2,0.0,0.0,0.0,0.0,0.0,20.2,4.22
J.Royals,KC,,0.0,0.0,0.54,0.51,0.0,,,,3.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,2.4
J.Ruckert,NYJ,,0.0,0.0,6.08,3.17,1.68,0.0,3.0,1.0,2.231,1.769,0.0,0.0,0.0,0.0,0.0,12.923,3.523
J.Sanders,CAR,,0.0,0.0,7.05,5.03,4.83,0.0,10.0,0.0,3.091,2.636,0.0,0.0,0.0,0.0,0.0,17.273,4.909
J.Saylors,DET,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,0.45,0.0,0.0,11.0,0.0,1.1
J.Simmons,TEN,,0.0,0.0,0.19,0.03,0.66,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.1
